movie_id,title,year,runtime,genres,actor_ids
tt12800290,Miss Koala's Class: It's Mother's Day,2020,60,Family,nm8252920
tt12801798,Fauna,2020,70,Drama,"nm0735851,nm2008863,nm2442431,nm1518068,nm0735645,nm2830844,nm3652083"
tt12806564,Pup School: Up in the Clouds,2020,72,Family,"nm11619961,nm11327337"
tt13781802,Lafda,2020,106,Drama,"nm9845146,nm11360925,nm11217535,nm12208671,nm11249357"
tt13781848,Tekcene,2020,\N,Comedy,nm8431229
tt13789160,Verso la notte,2020,90,Drama,"nm7701758,nm9547189,nm9547193,nm9547163"
tt13797932,Senu,2020,45,Drama,"nm0008690,nm12217645,nm3276990,nm12211998"
tt13799892,Violent Delights,2020,91,"Horror,Romance","nm12552397,nm12212840,nm6341838,nm2004234,nm8910767,nm9461172,nm12212841,nm12552400,nm12552399"
tt13811818,The Skin of Others,2020,91,Documentary,"nm0191504,nm0507835"
tt13820118,Milf in the Bath - Quick Gifs Collection,2020,\N,Adult,nm10992938
tt13820158,Lazy in Bed Milf Fingering and Butt Slapping,2020,\N,Adult,nm10992938
tt14538938,Rufescent,2020,98,Action,"nm12033767,nm12524345,nm4965184,nm10187103"
tt14562558,Gulfam,2020,146,Drama,"nm12534623,nm2286188,nm2924048,nm1241910,nm1748072"
tt14980608,Dormir,2020,\N,Music,nm3633959
tt1634106,Bloodshot,2020,109,"Action,Adventure,Sci-Fi","nm0004874,nm2555462,nm1537825,nm1527905"
tt18564504,A bit of everything,2020,\N,Adult,"nm3411190,nm8345862,nm9846911,nm9903898"
tt18573214,Saving Private Pepe: The Movie,2020,63,Comedy,"nm13475570,nm13475567,nm13475568,nm13475566"
tt1859618,1,2020,100,Drama,"nm0680392,nm0025364,nm2052708,nm0161980"
tt20561446,Folil,2020,81,Drama,"nm7422963,nm9877220"
tt21411446,Somebody Call a Priest,2020,48,"Comedy,Documentary,Horror",nm8078045
tt21442064,Second Chance,2020,\N,Drama,"nm7484900,nm2166823,nm12471372,nm12475540,nm8886797"
tt23623022,The Run,2020,\N,Drama,"nm14230306,nm14230312,nm14230313,nm14230307,nm14230311,nm14230308,nm14230310"
tt26696915,For Marjan,2020,\N,Drama,"nm1407697,nm0013841,nm2718346,nm1247823,nm14328381,nm0038167,nm14913801,nm2752221,nm6264177"
tt28214150,Your Eyes,2020,\N,Romance,"nm15171044,nm13842458,nm8105510,nm3620526,nm12783154,nm1367604,nm15022311,nm2191055"
tt28226521,Windfall of Grace,2020,129,Documentary,nm3478528
tt28236446,Roya-ye Tabaghe-ye Payin,2020,\N,\N,"nm3441644,nm5636024,nm3350456,nm9536402,nm14151370"
tt29522381,Shukrana,2020,\N,Drama,nm1531444
tt29524711,Shadow in Life,2020,63,Drama,"nm6605492,nm15369873,nm15369872,nm15369874,nm15369875"
tt29543316,The Big Question,2020,\N,Documentary,nm4118428
tt4294988,Nectar,2020,90,Drama,"nm6231455,nm6718931,nm1700677,nm4049347"
tt4328978,The Lone Road,2020,84,"Action,Horror,Thriller","nm4744011,nm5901396,nm5287166,nm5781475,nm5981002,nm0115070,nm7230471,nm5580013"
tt5131768,CainAbel,2020,60,Drama,"nm0836365,nm4148829,nm3573958,nm1655887"
tt5144174,The Dry,2020,117,"Crime,Drama,Mystery","nm0051509,nm0642444,nm1218757,nm0689852"
tt6360398,The Final Phase,2020,79,Sci-Fi,"nm9351779,nm1123262,nm4812149,nm8665619"
tt6393674,Before/During/After,2020,82,"Comedy,Drama","nm1351974,nm1828133,nm0659601,nm0203370"
tt7830014,What Breaks the Ice,2020,99,Drama,"nm3218692,nm4965072,nm6019117,nm1190429"
tt8362228,The Stand at Paxton County,2020,102,"Drama,Thriller","nm6452826,nm0642259,nm2590465,nm0001520,nm0230058"
tt8364590,Ron Hopper's Misfortune,2020,93,"Drama,Fantasy,Mystery","nm0005068,nm2795989,nm8196245,nm2712956"
tt8372094,Flashback,2020,97,"Drama,Mystery,Thriller","nm3729721,nm0720082,nm2140860,nm2193120"
tt8374012,Lifeline,2020,\N,Drama,"nm8313734,nm9818522,nm9818520,nm1570753,nm9818521,nm8006037,nm5920249"
tt9056822,The Man in the Hat,2020,95,Comedy,"nm0001354,nm0858225,nm0522658,nm1490340"
tt9077090,I'll Be Around,2020,140,"Comedy,Drama,Music","nm9416966,nm2709689,nm7339828,nm10172312"
tt9093140,This Was America,2020,94,Drama,"nm6082230,nm9972198,nm1792652,nm3591236,nm7901046,nm5933467,nm2290469,nm2288356"
tt9097616,The Miracle Morning,2020,87,Documentary,nm11002747
tt9911196,The Marriage Escape,2020,103,"Comedy,Drama","nm0277932,nm0824373,nm3362584,nm2558112"
tt9916190,Safeguard,2020,95,"Action,Adventure,Thriller","nm0302466,nm2018573,nm2009056,nm2952127"
tt11697484,The 2nd,2020,93,"Action,Drama","nm0000202,nm0000680,nm4338976,nm9153290"
tt11697748,Single Ladies IV,2020,110,"Action,Adventure,Comedy","nm6933829,nm11312415,nm12355095,nm12355237"
tt12443980,All Through the Night,2020,94,"Drama,Fantasy,Romance","nm2201406,nm2145989,nm5201727,nm2751631"
tt12792588,The Wasteland,2020,102,Drama,"nm5516247,nm9075644,nm2139661,nm11811346"
tt6391282,Paradise Z,2020,80,"Action,Drama,Horror","nm7911223,nm9985836,nm10165613,nm6166773"
tt7066678,Nuns: An Italian Horror Story,2020,101,Horror,"nm9600138,nm7769321,nm7769320,nm7769323"
tt13821202,Shifted & Gifted,2020,45,Drama,"nm12222040,nm12222042,nm8979536,nm12222041"
tt9894440,Min pappa Marianne,2020,110,"Comedy,Drama","nm5329854,nm0489858,nm0256890,nm5048087"
tt10223168,The Purser,2020,91,Fantasy,"nm8858879,nm7237738,nm9755573,nm0255184,nm9261695,nm9979083,nm1692680"
tt10225726,Unit 23,2020,\N,"Action,Comedy","nm10638848,nm6265549,nm10629697,nm1725429,nm10639126,nm10629105,nm10474047,nm10639132,nm11116021,nm10629101"
tt10239898,Star Wars: Battle for the Holocrons,2020,\N,"Action,Adventure,Fantasy","nm8902481,nm7640191,nm7040744,nm2278431,nm2930463,nm3334646,nm10689756,nm9658839"
tt10242814,Wolfroy,2020,\N,"Drama,Horror,Western","nm2740421,nm2460136,nm6606380,nm7904934"
tt10243474,The Ardbhan Fold,2020,\N,"Documentary,Western","nm11542866,nm10647787,nm11542864,nm10647786"
tt10244008,Ghost,2020,85,"Crime,Drama","nm2182106,nm4349653,nm1765971,nm3613017"
tt10715268,Mister Soul: A Story About Donny Hathaway,2020,83,Documentary,nm0791942
tt10728764,Nobody Knows I'm Here,2020,91,"Drama,Music","nm0306201,nm10197168,nm9772827,nm0323483"
tt10735778,Lethal Kittens,2020,110,Comedy,"nm4820030,nm11250672,nm11266021,nm7195013"
tt11301882,Choosi Choodangane,2020,113,Romance,"nm12716002,nm4015380,nm12715988,nm12715985"
tt11303880,J.E.S.U.S.A.,2020,93,Documentary,"nm11140849,nm6189456,nm11148517,nm11148518"
tt11306906,Dakota Family,2020,\N,Drama,"nm5798436,nm5674731,nm0876310,nm1749315"
tt11319518,Reckless,2020,\N,"Crime,Drama,Mystery","nm1659629,nm11003029,nm11148713"
tt11322786,Tracing Her Shadow,2020,97,Drama,"nm1328476,nm7587911,nm0475165,nm0619185,nm0840608,nm3810447"
tt11323086,Sasi Lalitha,2020,\N,Drama,nm0004418
tt11331320,Run Zindagi Run,2020,152,"Action,Crime,Thriller","nm11153395,nm2772313,nm11153398,nm11153397"
tt12179952,Rage: Lléname de rabia,2020,79,Horror,"nm11513351,nm11513352,nm11513350"
tt12180614,Seas of the Banished,2020,99,Drama,"nm4389652,nm1287174,nm2458346,nm11513866"
tt12181184,Summer Rebels,2020,93,Family,"nm9808679,nm0637288,nm11514268,nm0617882"
tt12183886,Binisutoy: Without Strings,2020,94,Drama,"nm4428541,nm9659628,nm3368782,nm1983339"
tt12184418,Heidi en Chine,2020,82,Documentary,nm1995392
tt12189208,Le château,2020,75,Documentary,"nm0221289,nm11517963,nm11517962"
tt12197976,Westerns: Cut to the Chase,2020,93,Western,nm0262061
tt12198504,Monstrous,2020,86,"Drama,Fantasy,Horror","nm1884065,nm4828989,nm5815273,nm5669843,nm5869702,nm8995650,nm7909798,nm5075244"
tt12199052,"Violet Gibson, the Irish Woman Who Shot Mussolini",2020,117,"Documentary,Drama","nm0288260,nm7730730,nm5421668,nm6003511"
tt12200256,No Escapes,2020,131,"Action,Drama","nm0450975,nm0946159,nm8172053,nm0810632"
tt12205746,Eva Wishes,2020,59,Comedy,"nm12339918,nm2082544,nm0729691,nm8174505,nm1669784"
tt12205904,A Realm of Return,2020,\N,Drama,"nm11525394,nm11525395,nm11525035"
tt12571166,MicroAgressions,2020,\N,Comedy,"nm3310597,nm5425920,nm7095474"
tt12586800,Douglas Stahlman's Scripture Rocks,2020,59,Documentary,nm6622779
tt13232730,Hearts Are Trump,2020,112,Drama,"nm4966260,nm10124739,nm5241004,nm5434932"
tt13236734,Dr. Sun,2020,85,"Animation,Drama","nm6594661,nm0436329"
tt13237214,The MotorTrend 500: NASCAR Heads West,2020,\N,"Documentary,History,Sport",nm0004707
tt13237262,Haribote,2020,100,Documentary,nm1083092
tt13237832,Comedy Bad Boys 2020,2020,64,Comedy,nm4546407
tt13239076,Ein Callgirl für Geister,2020,61,"Comedy,Crime","nm11993941,nm9854340,nm11993940,nm11962827,nm11962828,nm0501365,nm8243160,nm11962826"
tt13267024,Cold Calm,2020,103,"Horror,Thriller","nm5359447,nm10217943,nm3931882,nm11471585"
tt13280484,The Man on the Island,2020,\N,Documentary,nm11980913
tt13282082,Being Eriko,2020,73,Documentary,"nm11982292,nm11981843"
tt14063902,Faraway My Shadow Wandered,2020,70,"Documentary,Drama","nm12324884,nm12324885"
tt14064168,Der Schatten,2020,120,Crime,"nm7242449,nm0352230,nm1716923,nm0485183,nm1106841,nm2664016,nm0770773"
tt14093202,Downwind Solidario,2020,\N,Documentary,nm9062649
tt14696472,Building Bridges to a Brighter Future,2020,\N,Family,nm12594201
tt14708422,Jadeh Moryaneha,2020,\N,Drama,"nm4521496,nm12599847,nm12599848,nm12599849,nm12599850"
tt14710020,Beebi,2020,\N,Drama,"nm6793660,nm10867581,nm12600519,nm12600518,nm3853047,nm12600517"
tt14715806,Dee Renjie's Burning Sky Extraordinary Fire,2020,80,Action,"nm5378235,nm13601365,nm12602990"
tt14726882,Those Dark Nights,2020,87,"Drama,War","nm1256365,nm12607368,nm5408162,nm2847911"
tt14731064,Karuna,2020,57,Documentary,"nm1732997,nm5151952"
tt15372020,Un timp prin care am trecut,2020,130,Biography,"nm12910622,nm12910623,nm11808463,nm11542676,nm0892649"
tt16283528,Win a Heart,2020,\N,Romance,"nm13073816,nm7484900,nm13336814,nm3955640,nm13336815,nm2912119"
tt16288290,The Kingdom Legend,2020,143,Drama,"nm5931812,nm6331955,nm2735039,nm13174260,nm13174261,nm13004275,nm12871476"
tt16293660,Honey Bunny in Arabian Adventure,2020,\N,"Adventure,Animation,Comedy",nm9309018
tt16295162,The Feminist,2020,\N,Drama,"nm13165234,nm12821450,nm9046879,nm2968427,nm8937931"
tt18330092,Enjoy the lollicock,2020,\N,Adult,"nm8854787,nm5703508,nm9349505,nm11375971"
tt18341464,Descendants of the Earth,2020,190,Drama,"nm12807684,nm3905034,nm3122246,nm2351471,nm10091294,nm2968503,nm12537878,nm2350272,nm2266633"
tt20218066,"Omaggio a Giordano Bruno (Il rogo, Il Candelaio, Il confusissimo secolo)",2020,45,History,nm0208027
tt20235592,Six: The Fully Animated Musical,2020,70,Animation,"nm4185408,nm10828545,nm10828543,nm10828544,nm10828546,nm10828542"
tt20252388,Just before Dark,2020,85,Drama,"nm11655608,nm13754871,nm7475554,nm13754870"
tt21741998,Massoud!,2020,\N,Drama,"nm0229105,nm13935231,nm13935232,nm13935233,nm13513919,nm13935234"
tt28603947,Nika vite da strada,2020,56,Action,"nm10425613,nm6425858"
tt4203666,Blanco,2020,88,"Biography,Drama,Thriller","nm6917247,nm5099520,nm6917259,nm5688910"
tt5891062,The Brain That Wouldn't Die,2020,97,"Comedy,Horror,Sci-Fi","nm6237387,nm3722426,nm4451963,nm5038151,nm6665949"
tt5902324,Connected Demons,2020,\N,"Drama,Thriller","nm8306227,nm8306228,nm1431006,nm8306230"
tt5905352,"Hold Fast, Good Luck",2020,85,"Drama,Romance","nm6283951,nm2090069,nm0881814,nm5210516"
tt6698964,Hager,2020,78,"Drama,Horror,Mystery","nm7693815,nm6869006,nm8108428,nm6175469"
tt6703652,Demoniac,2020,78,"Comedy,Horror","nm5079003,nm6624114,nm6976985,nm6523778"
tt7521414,Fast Looker,2020,\N,Sci-Fi,"nm2474489,nm1964090,nm0589463"
tt7543058,Best Summer Ever,2020,72,Musical,"nm2402650,nm5288777,nm3751867,nm3958590"
tt8226508,Kottayam,2020,100,"Crime,Drama,Romance","nm9755649,nm7147334,nm9755648,nm4920900"
tt8235050,Close Quarters,2020,94,Drama,"nm5485496,nm2103508,nm2784856,nm8330698"
tt8254452,L'affaire Marvin,2020,70,Comedy,"nm4969745,nm1175179,nm1260396,nm6201108,nm11291773,nm1458739"
tt8933992,De Perto Ela Não é Normal,2020,90,Comedy,"nm8899409,nm0685146,nm4502538,nm4737674,nm0030002,nm7169242"
tt8941874,Tales of Brooklyn,2020,71,Documentary,"nm7113779,nm10094772,nm8190148,nm3180201"
tt8948132,Into the Darkness,2020,152,"Drama,History,War","nm0159802,nm0433697,nm3719356,nm5489304"
tt8954954,El Club de los Idealistas,2020,100,Comedy,"nm0636363,nm1001435,nm0709216,nm0768893"
tt8959816,Intimacy,2020,101,Drama,"nm7321926,nm11147391,nm12987017"
tt9510324,Death of a Fool,2020,84,"Adventure,Fantasy,Mystery","nm0845079,nm10557258,nm1214463,nm0599493"
tt9530586,Cult of Nightmares,2020,87,"Horror,Sci-Fi","nm9192788,nm6474157,nm5676210,nm6390607,nm3885547,nm9356727,nm3809687,nm6186358"
tt9537894,Variyavan,2020,115,Thriller,nm6281094
tt10230422,Class of '83,2020,98,"Action,Crime,Drama","nm0219967,nm0814331,nm1372014,nm11570885"
tt13276230,Yûko no tenbin,2020,153,Drama,"nm11866850,nm0594073,nm5440879,nm12007301"
tt13276494,K9,2020,\N,"Drama,Mystery,Sci-Fi","nm9424297,nm9304199"
tt13276738,Mark,2020,80,Documentary,"nm1572911,nm0994351,nm1109903,nm1541082"
tt11305898,Punching and Stealing,2020,90,"Action,Comedy,Crime","nm0735440,nm1562053,nm0141710,nm1232470"
tt12174436,Let's Not Meet in the Woods,2020,98,Thriller,"nm8549320,nm5154245,nm5140661,nm9481411,nm8389733,nm10468809,nm5982013"
tt12179954,Amin: Amen,2020,169,"Action,Drama","nm2792866,nm11513359,nm11513360,nm2329204"
tt12590534,Dear Santa,2020,84,"Documentary,Family","nm8364151,nm13479055"
tt18330394,Hardcore Teens,2020,\N,Adult,"nm10152180,nm8097652,nm6345818,nm8529234"
tt8924580,I Got Five on it 3,2020,80,Comedy,"nm12051239,nm0029665,nm2206361,nm10390521,nm0108754,nm0004775,nm1229638,nm1948912,nm1352774"
tt13235924,La Ultima Transmision de Las Nereidas,2020,\N,"Crime,Documentary,Thriller","nm11963965,nm10634035,nm11963561,nm11963564,nm11963563,nm11963967,nm11963966,nm11963562"
tt7545266,Like a Boss,2020,83,Comedy,"nm1840504,nm0126284,nm0000161,nm4175221"
tt20255234,Fosse,2020,50,Musical,"nm4181453,nm0927292"
tt10530090,Queen of the Trap House,2020,97,"Action,Crime,Drama","nm0698489,nm8191947,nm7585473,nm11913876,nm11643294,nm5927778,nm11818664"
tt10539608,The Midnight Sky,2020,118,"Adventure,Drama,Sci-Fi","nm0000123,nm0428065,nm0654648,nm11032545"
tt10544750,Smith,2020,117,Crime,"nm6335552,nm5242433,nm9689791,nm3154752,nm1491156,nm7737044,nm5853341,nm9766840,nm5562883,nm8549152"
tt10558990,Still the Water,2020,100,Drama,"nm2028004,nm5189298,nm7947471,nm2791730"
tt11056322,The Finest,2020,121,"Drama,Musical,Romance","nm9432569,nm2436905,nm10924454,nm9311346,nm11030145,nm10648040,nm8810011,nm10753396"
tt11057594,Fatal Affair,2020,89,Thriller,"nm0000505,nm0004898,nm1212071,nm5879446"
tt11061936,His Instrument,2020,\N,Drama,"nm8643123,nm11032232,nm9100892,nm4309156,nm10737853,nm6703282,nm9132449"
tt11069562,Love & Drugs 2,2020,113,Drama,"nm2203635,nm10823925,nm10355448,nm4524663"
tt11072982,My Sweet Buttercup,2020,\N,"Biography,Drama","nm6516641,nm11036270,nm4681246"
tt11073060,The Sessions,2020,\N,Drama,"nm6170425,nm4931261,nm2922065,nm1676074,nm1579661,nm7541334,nm6136290"
tt11083384,The Name of the People,2020,137,History,"nm0051784,nm11040530,nm0958852,nm0491551"
tt11084664,Most Guys Are Losers,2020,88,"Comedy,Drama","nm2952467,nm0000227,nm4413892,nm1534201"
tt11519840,Princess Adei in Osu,2020,50,Drama,nm11242551
tt11525438,Lipstick Dojo,2020,\N,"Action,Sci-Fi","nm11240264,nm6947368,nm3458815,nm11253488,nm3587960,nm11253487,nm4897136"
tt11525826,Finding Nana,2020,48,Drama,nm11237391
tt11527178,Honeymoon (II),2020,\N,Drama,"nm8758371,nm7348519,nm0500862"
tt11531530,Varane Avashyamund,2020,145,"Comedy,Drama,Romance","nm0811794,nm0329730,nm9219502,nm4921260"
tt11539816,Beastman,2020,\N,Drama,"nm0584448,nm0222881,nm11243717,nm11242795"
tt11540922,The Lafayette Escadrille,2020,120,Documentary,"nm0057831,nm0137955,nm3518269,nm0339431"
tt11546322,Special Jollof,2020,85,Drama,"nm3980475,nm4649409,nm2237094,nm13804719"
tt11547970,"Nothing Ever Happens in Burbank, CA",2020,53,Comedy,"nm11247114,nm11247123,nm11247119,nm11247121"
tt11548850,The Deep Ones,2020,83,"Horror,Sci-Fi","nm0478834,nm0583951,nm1053380,nm1133275"
tt11553304,The Blackwell Ghost 4,2020,77,Horror,nm2571852
tt12137964,Anything for Jackson,2020,97,"Horror,Mystery","nm0565319,nm0724995,nm9078978,nm4145157"
tt12141544,Waste vol. 1,2020,56,Documentary,nm7909486
tt12142012,5G Zombies,2020,96,Horror,"nm11571494,nm5069788,nm8356058,nm9283436,nm4341114,nm1667332"
tt12149972,Become Who You Are,2020,84,Documentary,"nm7255314,nm0962194,nm8958483"
tt12155064,Why Not You,2020,107,Drama,"nm6728910,nm7318389,nm5995132,nm0644450"
tt12159334,Birds (or How to Be One),2020,80,Documentary,"nm1452318,nm2809829,nm3251278,nm11504473"
tt12159976,Sacred Point,2020,96,Documentary,"nm12061536,nm12061537,nm12061535"
tt12162654,Easter Dance,2020,60,Animation,"nm5869198,nm11505471,nm9094767,nm11505469,nm11505470"
tt12606876,People You May Know,2020,92,Documentary,nm11696885
tt12610742,Queens,2020,\N,Drama,"nm11580697,nm10040887,nm9588093,nm10762425"
tt12619022,Cafe by the Highway,2020,108,Drama,"nm2598196,nm6157892,nm11701747,nm11005961,nm7407589,nm1708054"
tt13617604,World Cup Heist,2020,80,"Crime,Drama,Sport","nm4253417,nm7263882,nm10595598,nm7504157,nm10770735"
tt13621726,Amalia en el otoño,2020,75,Drama,"nm0019177,nm0031409,nm0031634,nm0056820"
tt13622122,Scopophobia,2020,110,Horror,"nm12137229,nm12137230,nm12137231,nm12137228"
tt13624962,German Lessons,2020,100,Drama,"nm1208093,nm0052468,nm0438814,nm7015584"
tt13652724,Hide & Sniff,2020,49,"Drama,Sci-Fi","nm12150535,nm8351607,nm3903787"
tt13616188,The Crawler,2020,\N,Crime,"nm12294026,nm12296460,nm12296459,nm12294027,nm10829618"
tt13655472,Pimps by Nature,2020,60,Drama,"nm12152133,nm11745683,nm12152132,nm11682350,nm12152137,nm7825339,nm12152141,nm3909882,nm11649790,nm12152140"
tt13660160,All Is Calm,2020,81,Musical,"nm12154567,nm12154568,nm12154569,nm12154570"
tt13665354,13 Slays Till X-Mas,2020,106,Horror,"nm0714695,nm2048731,nm8691104,nm5382249,nm7309160"
tt14109980,Cutting Heads,2020,166,Drama,"nm12345301,nm12345298,nm12345294,nm12345297,nm12345300,nm12345287,nm12345296,nm12345293,nm12345289"
tt14134292,Ecce Homo: Storia del passaggio di una sacra reliquia nel borgo degli Orci,2020,56,History,"nm6644875,nm12357527,nm12357528,nm12093326"
tt15023900,P1H: The Beginning of a New World,2020,98,"Action,Drama,Sci-Fi","nm3833856,nm12751420,nm12751427,nm12751423,nm12751419,nm12751421,nm12751422,nm1973925,nm6857187"
tt15028538,There Is Something Wrong in Sanford,2020,102,Thriller,"nm12749609,nm12749606,nm12749420,nm12749418,nm12749417,nm12749607,nm12749423,nm12749441,nm12749427,nm12749421"
tt15031006,Deep Waters,2020,56,Documentary,"nm12750930,nm12750932,nm12750931,nm12750929"
tt15044712,Un eretico in corsia - a heretic in the ward,2020,\N,Biography,"nm0116670,nm4883901,nm0274062,nm0768776,nm1563824"
tt15397862,Antarctica,2020,45,Documentary,nm1212722
tt19849564,Two Wrongs,2020,\N,Drama,"nm8673980,nm4177297,nm12474781,nm11778203,nm4667694,nm11778201,nm6344180"
tt19880506,Crossing,2020,50,Drama,"nm13622669,nm13622670,nm13622671,nm11021331"
tt21299754,Long Walk to Truth,2020,90,"Drama,Thriller","nm7475554,nm9348975,nm5453498,nm13853726,nm3885890,nm13853725"
tt21318246,RiffTrax: Martial Law 2 Under Cover,2020,\N,Comedy,"nm0179132,nm0614436,nm0625621"
tt25453920,Duus,2020,75,Comedy,"nm14430960,nm14430963,nm14430962,nm14430958,nm1509916"
tt25467954,The Tough Luck,2020,\N,"Comedy,Drama","nm14431124,nm14219758,nm14219752,nm14219753"
tt27634276,Ichchhadhari Naag,2020,\N,Drama,"nm5926430,nm8884459,nm11009455"
tt3281332,Healing Land,2020,120,"Drama,Thriller","nm3428145,nm3018903"
tt4077608,Ten Memories Until Freedom,2020,90,Drama,"nm6541683,nm6382776,nm7594761,nm6382772"
tt4080812,The Screaming Silent,2020,107,"Drama,Horror","nm6619961,nm6812363,nm11786240,nm3158849"
tt4085618,Toloka,2020,116,Drama,"nm4194317,nm6995379,nm4451551,nm4754668"
tt4107028,Khange Tha Game,2020,79,"Action,Drama","nm5942025,nm7050175,nm6832085,nm6637778"
tt5080908,The Mare,2020,74,"Horror,Mystery,Thriller","nm3200532,nm7440656,nm5974700,nm3432793"
tt6560320,About Hope,2020,91,"Comedy,Romance","nm4775165,nm3811108,nm4253390,nm1941140"
tt6582130,The Blue Mountain,2020,\N,"Adventure,Family","nm3513522,nm2905696,nm3288472,nm3322545"
tt6587254,A Dead Dame in Hollywood,2020,77,"Comedy,Crime,Mystery","nm2803530,nm2826608,nm5160730,nm6328904"
tt8186932,M.O.M. Mothers of Monsters,2020,98,"Drama,Horror,Thriller","nm4477099,nm0000799,nm9454922,nm3407126"
tt8205248,The Place We Hide,2020,82,Thriller,"nm5617665,nm1324774,nm10634707,nm9612584"
tt8220150,Finding Sara,2020,86,Drama,"nm8941557,nm4592088,nm9047770,nm8220034,nm1867662,nm4024939,nm6774417,nm0184392"
tt8897990,Reading for Sarah,2020,\N,"Comedy,Drama","nm10074127,nm10074128,nm10074129,nm10074130"
tt8900124,Electric Addiction,2020,88,"Comedy,Drama","nm8243555,nm7324373,nm10075259,nm11944084"
tt8910408,Songs of Solomon,2020,103,Drama,"nm7967336,nm1228395,nm2575423,nm6249582"
tt8919874,Cirque du Cambodia,2020,85,Documentary,nm6624301
tt9596658,The Texas RailRoad Killer,2020,\N,Action,"nm7596465,nm5725580,nm9277423,nm14829974"
tt9603894,Sideshow,2020,94,Comedy,"nm0219499,nm0372117,nm1535380,nm5431834"
tt9612892,The Black Emperor of Broadway,2020,98,Drama,"nm0662744,nm0378161,nm0602941,nm0917962"
tt9614460,Chhapaak,2020,120,"Biography,Drama","nm2138653,nm5447706,nm3833490,nm1671291"
tt9620292,Promising Young Woman,2020,113,"Crime,Drama,Mystery","nm3053338,nm1659547,nm3102998,nm1555340,nm0000317"
tt9628568,The Cloud in Her Room,2020,101,Drama,"nm5793048,nm11462652,nm11462650,nm11462651"
tt11536362,Thottu Vidum Thooram,2020,\N,Drama,"nm10799726,nm11319168,nm9688585"
tt11541498,Sameer,2020,130,Drama,"nm11000453,nm9714088,nm11245181,nm0541126"
tt12607910,Black Is King,2020,85,"Adventure,Drama,Fantasy","nm0461498,nm1659482,nm0419650,nm6223040"
tt12622508,How Thoughts Become Things,2020,\N,Documentary,nm11739473
tt13629648,Neon Sea,2020,84,Thriller,"nm12140463,nm6603545,nm12140464,nm12140466"
tt19869816,¡El Reto! Torneo de Creadores,2020,\N,Family,"nm10706004,nm11760138,nm8611957"
tt8884906,Monday,2020,116,"Drama,Romance","nm1740112,nm1659221,nm0701566,nm10080426"
tt11536276,3 Monkeys,2020,131,Drama,"nm11391903,nm11391905,nm9562717,nm11391909,nm11391916,nm8752944,nm11391915,nm11391908"
tt13657102,The Tambour of Retribution,2020,92,Drama,"nm8833356,nm12154644,nm12154655,nm12152719"
tt10195248,Alexander,2020,\N,Drama,"nm7939118,nm9135613,nm9988069,nm5097655,nm10622511,nm9795805,nm8339519,nm10624975"
tt10203788,The Council,2020,114,Crime,"nm7530699,nm2561496,nm8724772,nm9241630"
tt10214316,Some Southern Waters,2020,78,"Mystery,Thriller","nm4148147,nm4730295,nm9229486,nm7425104,nm3911270,nm4620303"
tt10218912,As I Am,2020,62,"Drama,Fantasy,Romance","nm7945140,nm2810935,nm9328844,nm4850533,nm0156337,nm0743757,nm5442419"
tt10799214,Drown the Clown,2020,95,"Drama,Mystery,Thriller","nm10967445,nm2766222,nm2917989,nm9576721"
tt10809006,The Last Thanksgiving,2020,73,Horror,"nm10914746,nm10914748,nm10914740,nm10914739"
tt10817348,Cupid,2020,83,Horror,"nm8554112,nm8595852,nm10695496,nm6741238"
tt11628246,"San Juanico Nextipac, Fiesta y Tradición",2020,\N,Documentary,"nm11281733,nm11281734,nm11281736,nm11281737"
tt11628788,Yowamushi Pedal,2020,112,"Comedy,Drama,Sport","nm5477626,nm6050501,nm4388136,nm9519483"
tt11633204,Flowers 02,2020,75,Horror,"nm6953495,nm6953494"
tt11633688,City of Cats,2020,\N,"Family,Fantasy","nm1798318,nm5423311,nm1030496,nm2746789"
tt11634320,Pregnant and Alone,2020,89,Thriller,"nm0891275,nm6442877,nm4131598,nm6436045"
tt11646756,30 Chua Phai Tet,2020,99,"Comedy,Drama,Fantasy","nm8906513,nm9631287,nm8884922,nm10359581,nm3891495"
tt11651928,Maha Shankarudu,2020,\N,Drama,nm11291717
tt11655736,Movida,2020,69,Documentary,nm11292905
tt12293552,"Family, friends, love and aftershock",2020,45,Drama,"nm5562062,nm4861354,nm8636251,nm5455751"
tt12294158,The Real Will Wood,2020,93,"Comedy,Documentary,Musical","nm8825562,nm11567139"
tt12304954,Kalvathi Days,2020,\N,Comedy,nm11572046
tt12306926,DAU. Brave People,2020,153,Drama,"nm5630986,nm5630903,nm5631004,nm5631027,nm2242896,nm5631074,nm11573602"
tt12311124,AU,2020,64,Documentary,"nm11575245,nm11575246,nm11575250,nm11575251"
tt12311640,Twisted Twin,2020,79,Thriller,"nm4549519,nm0852569,nm8283304,nm0648846"
tt12313976,The butterflies have died,2020,80,"Drama,Thriller",nm11577033
tt12318534,Secrets in the Basement,2020,90,Thriller,"nm4070039,nm8244100,nm5454758,nm1957622"
tt12321440,Die Pest,2020,60,Drama,nm9132749
tt12321966,The Door Lord,2020,63,Horror,"nm11577933,nm11577934,nm11577932,nm11577935"
tt12327512,In Action,2020,79,"Action,Comedy","nm6948758,nm7840854"
tt12327734,Manny,2020,71,Sci-Fi,"nm2999515,nm8157787,nm4674441,nm9315174"
